order_id,customer_id,order_date,product_category,order_amount,discount_used,is_high_value_item,platform,device_type,payment_method,shipping_carrier,tracking_number_valid,address_change_before_delivery
ORD001744,CUST00388,2024-02-12,Grocery,21.32,0,0,Web Browser,iPhone,PayPal,DHL,1,1
ORD001745,CUST00388,2024-10-23,Jewelry,238.27,1,0,Mobile App,iPad,Gift Card,DHL,1,0
ORD001746,CUST00388,2024-10-30,Electronics,27.0,0,0,Tablet App,MacBook,Crypto,FedEx,1,0
ORD001747,CUST00388,2024-10-31,Sports,32.75,0,0,Tablet App,iPhone,Buy Now Pay Later,OnTrac,1,0
ORD001748,CUST00388,2024-01-29,Jewelry,227.04,1,0,Tablet App,iPad,Debit Card,UPS,1,0
ORD001749,CUST00389,2024-08-09,Electronics,209.85,1,0,Tablet App,MacBook,Buy Now Pay Later,USPS,1,0
ORD001750,CUST00389,2025-02-02,Grocery,70.31,1,0,Tablet App,iPad,Credit Card,OnTrac,1,0
ORD001751,CUST00389,2024-01-07,Electronics,171.74,0,0,Web Browser,Android,Gift Card,OnTrac,1,0
ORD001752,CUST00389,2024-03-18,Grocery,88.79,1,0,Tablet App,iPad,Buy Now Pay Later,UPS,1,0
ORD001753,CUST00389,2024-07-01,Furniture,75.13,0,0,Web Browser,MacBook,Credit Card,USPS,1,0
ORD001754,CUST00390,2024-04-11,Jewelry,90.02,1,0,Web Browser,Windows PC,PayPal,FedEx,1,0
ORD001755,CUST00390,2024-06-06,Electronics,120.14,0,0,Mobile App,Windows PC,Crypto,UPS,1,0
ORD001756,CUST00390,2024-01-03,Jewelry,74.43,1,0,Web Browser,Windows PC,PayPal,OnTrac,1,0
ORD001757,CUST00391,2024-07-09,Grocery,130.93,0,0,Tablet App,iPhone,Gift Card,FedEx,1,0
ORD001758,CUST00391,2024-04-14,Books,135.71,0,0,Web Browser,iPhone,Crypto,DHL,1,0
ORD001759,CUST00391,2025-03-26,Toys,195.28,0,0,Web Browser,iPad,Credit Card,FedEx,1,0
ORD001760,CUST00392,2024-03-12,Furniture,87.73,1,0,Mobile App,MacBook,PayPal,OnTrac,1,0
ORD001761,CUST00392,2024-03-19,Books,236.52,1,0,Mobile App,iPhone,Gift Card,FedEx,1,0
ORD001762,CUST00392,2025-06-29,Grocery,5.0,1,0,Web Browser,iPad,Gift Card,UPS,1,0
ORD001763,CUST00392,2024-02-19,Toys,172.04,0,0,Tablet App,iPhone,PayPal,UPS,1,0
ORD001764,CUST00392,2024-10-14,Clothing,186.3,0,0,Mobile App,MacBook,Debit Card,OnTrac,1,0
ORD001765,CUST00393,2024-05-14,Beauty,190.93,0,0,Mobile App,MacBook,Crypto,OnTrac,0,0
ORD001766,CUST00393,2024-04-04,Shoes,143.62,0,0,Mobile App,iPhone,PayPal,UPS,0,0
ORD001767,CUST00393,2025-06-30,Jewelry,238.77,0,0,Tablet App,Android,Debit Card,OnTrac,1,0
ORD001768,CUST00394,2025-04-28,Home & Kitchen,278.13,0,0,Tablet App,iPhone,PayPal,UPS,1,0
ORD001769,CUST00394,2025-02-28,Books,216.79,0,0,Mobile App,MacBook,Crypto,DHL,1,0
ORD001770,CUST00395,2024-09-01,Shoes,183.28,0,0,Tablet App,Windows PC,Buy Now Pay Later,USPS,1,0
ORD001771,CUST00395,2025-02-18,Beauty,191.38,0,0,Tablet App,iPad,Buy Now Pay Later,UPS,1,0
ORD001772,CUST00396,2025-06-19,Grocery,182.07,0,0,Mobile App,iPad,Crypto,DHL,0,0
ORD001773,CUST00396,2024-10-31,Furniture,5.0,0,0,Tablet App,Windows PC,Debit Card,FedEx,1,0
ORD001774,CUST00396,2025-06-28,Jewelry,68.98,0,0,Tablet App,Android,PayPal,DHL,1,0
ORD001775,CUST00397,2024-10-07,Shoes,44.23,0,0,Tablet App,iPad,Crypto,DHL,1,0
ORD001776,CUST00397,2025-04-15,Grocery,15.63,0,0,Tablet App,Windows PC,Buy Now Pay Later,OnTrac,1,0
ORD001777,CUST00398,2025-06-18,Shoes,99.61,1,0,Web Browser,iPad,Gift Card,FedEx,1,0
ORD001778,CUST00398,2024-02-22,Electronics,64.82,1,0,Mobile App,iPad,Buy Now Pay Later,OnTrac,1,0
ORD001779,CUST00398,2024-12-03,Books,113.47,0,0,Mobile App,Android,Credit Card,USPS,1,0
ORD001780,CUST00399,2025-03-08,Tools,45.27,1,0,Mobile App,iPad,Buy Now Pay Later,OnTrac,0,0
ORD001781,CUST00399,2025-01-01,Beauty,171.23,1,0,Tablet App,iPhone,Crypto,USPS,1,1
ORD001782,CUST00399,2024-02-16,Jewelry,232.32,1,0,Mobile App,Windows PC,Credit Card,DHL,1,0
ORD001783,CUST00399,2024-03-04,Shoes,116.94,1,0,Mobile App,iPhone,Crypto,UPS,1,0
ORD001784,CUST00399,2025-05-10,Shoes,166.11,0,0,Web Browser,Windows PC,Debit Card,FedEx,1,0
ORD001785,CUST00400,2024-11-15,Grocery,116.34,0,0,Tablet App,Android,PayPal,UPS,1,0
ORD001786,CUST00400,2024-01-29,Clothing,54.8,1,0,Mobile App,Windows PC,Buy Now Pay Later,OnTrac,1,0
ORD001787,CUST00400,2025-05-08,Sports,117.16,1,0,Tablet App,iPad,Gift Card,OnTrac,1,0
ORD001788,CUST00400,2024-03-10,Home & Kitchen,117.6,0,0,Tablet App,MacBook,Gift Card,FedEx,1,0
ORD001789,CUST00400,2024-12-17,Shoes,46.2,1,0,Mobile App,Windows PC,PayPal,DHL,1,0
ORD001790,CUST00400,2025-08-05,Toys,92.55,1,0,Web Browser,MacBook,Credit Card,UPS,1,0
ORD001791,CUST00400,2024-11-18,Clothing,100.48,0,0,Tablet App,Android,Gift Card,DHL,1,0
ORD001792,CUST00401,2024-07-31,Clothing,5.0,1,0,Web Browser,MacBook,Credit Card,UPS,1,0
ORD001793,CUST00401,2024-11-29,Clothing,38.1,0,0,Mobile App,Windows PC,Crypto,USPS,1,0
ORD001794,CUST00402,2024-04-22,Electronics,104.91,0,0,Mobile App,MacBook,Credit Card,OnTrac,1,0
ORD001795,CUST00402,2025-02-13,Beauty,121.24,0,0,Mobile App,Android,Credit Card,OnTrac,1,0
ORD001796,CUST00402,2025-07-17,Tools,64.03,0,0,Web Browser,iPad,PayPal,USPS,1,0
ORD001797,CUST00402,2025-08-18,Tools,126.19,1,0,Mobile App,MacBook,Crypto,DHL,1,0
ORD001798,CUST00402,2024-05-11,Jewelry,189.29,1,0,Mobile App,Android,PayPal,OnTrac,1,0
ORD001799,CUST00403,2025-06-21,Shoes,178.21,1,0,Mobile App,MacBook,Credit Card,OnTrac,1,1
ORD001800,CUST00403,2024-10-11,Grocery,151.26,0,0,Web Browser,Android,Credit Card,USPS,1,0
ORD001801,CUST00403,2024-12-18,Clothing,94.77,1,0,Mobile App,MacBook,Crypto,UPS,0,0
ORD001802,CUST00403,2025-04-05,Electronics,101.8,0,0,Tablet App,Android,Crypto,DHL,1,1
ORD001803,CUST00403,2024-11-30,Beauty,165.06,0,0,Mobile App,MacBook,PayPal,USPS,0,1
ORD001804,CUST00404,2025-02-24,Grocery,220.98,1,0,Web Browser,Android,Crypto,UPS,0,0
ORD001805,CUST00404,2024-06-17,Sports,209.42,0,0,Tablet App,MacBook,Gift Card,UPS,1,0
ORD001806,CUST00404,2024-02-12,Tools,189.42,0,0,Web Browser,iPad,Crypto,DHL,1,0
ORD001807,CUST00404,2024-08-11,Clothing,123.14,1,0,Tablet App,Android,Gift Card,FedEx,1,0
ORD001808,CUST00404,2024-05-06,Toys,211.25,1,0,Web Browser,Windows PC,Gift Card,DHL,1,0
ORD001809,CUST00404,2025-01-20,Sports,34.53,0,0,Tablet App,Windows PC,Gift Card,OnTrac,1,0
ORD001810,CUST00404,2025-01-31,Jewelry,5.0,1,0,Tablet App,Windows PC,Debit Card,DHL,1,0
ORD001811,CUST00405,2024-03-24,Jewelry,40.59,0,0,Tablet App,iPad,Crypto,DHL,1,0
ORD001812,CUST00405,2025-01-23,Toys,5.0,0,0,Mobile App,Android,Debit Card,USPS,1,0
ORD001813,CUST00405,2024-11-27,Furniture,363.97,0,1,Mobile App,iPad,Crypto,UPS,1,0
ORD001814,CUST00405,2025-04-02,Clothing,69.48,1,0,Tablet App,Android,PayPal,DHL,1,0
ORD001815,CUST00405,2025-04-29,Jewelry,263.1,1,0,Mobile App,Android,Crypto,UPS,1,0
ORD001816,CUST00405,2025-05-19,Grocery,30.13,0,0,Web Browser,MacBook,Credit Card,UPS,1,0
ORD001817,CUST00406,2025-02-23,Tools,143.06,0,0,Mobile App,Windows PC,Credit Card,FedEx,1,0
ORD001818,CUST00406,2025-06-06,Shoes,14.99,0,0,Mobile App,Windows PC,Crypto,OnTrac,1,0
ORD001819,CUST00406,2024-09-19,Sports,91.16,1,0,Web Browser,iPhone,Debit Card,FedEx,1,1
ORD001820,CUST00406,2025-02-06,Electronics,87.71,0,0,Mobile App,Windows PC,Credit Card,FedEx,1,0
ORD001821,CUST00406,2025-07-03,Home & Kitchen,288.42,1,0,Tablet App,Android,Credit Card,UPS,1,0
ORD001822,CUST00406,2024-04-15,Electronics,5.0,1,0,Tablet App,iPad,PayPal,DHL,1,0
ORD001823,CUST00406,2024-04-15,Tools,201.84,1,0,Mobile App,MacBook,Debit Card,DHL,1,0
ORD001824,CUST00407,2024-07-20,Books,5.0,1,0,Web Browser,Android,Buy Now Pay Later,USPS,1,0
ORD001825,CUST00407,2024-02-07,Home & Kitchen,151.11,1,0,Tablet App,Windows PC,Buy Now Pay Later,FedEx,1,1
ORD001826,CUST00407,2024-04-14,Tools,115.13,1,0,Tablet App,MacBook,Crypto,OnTrac,0,0
ORD001827,CUST00407,2024-08-29,Jewelry,113.89,0,0,Mobile App,Android,Crypto,DHL,1,0
ORD001828,CUST00408,2025-07-26,Electronics,137.44,1,0,Tablet App,iPhone,Debit Card,FedEx,1,0
ORD001829,CUST00408,2024-09-21,Beauty,79.99,0,0,Tablet App,MacBook,PayPal,UPS,1,0
ORD001830,CUST00408,2025-04-20,Clothing,5.0,0,0,Mobile App,iPhone,Credit Card,UPS,1,0
ORD001831,CUST00408,2024-09-24,Home & Kitchen,43.53,0,0,Web Browser,iPad,Credit Card,FedEx,1,0
ORD001832,CUST00408,2024-01-24,Tools,45.43,1,0,Mobile App,MacBook,Debit Card,FedEx,1,0
ORD001833,CUST00409,2024-08-09,Jewelry,49.87,1,0,Web Browser,Windows PC,Crypto,DHL,0,0
ORD001834,CUST00409,2024-05-03,Clothing,131.57,0,0,Mobile App,MacBook,Gift Card,OnTrac,1,0
ORD001835,CUST00409,2024-08-20,Furniture,55.64,0,0,Tablet App,MacBook,Crypto,OnTrac,1,0
ORD001836,CUST00409,2025-04-05,Sports,18.04,0,0,Mobile App,MacBook,Gift Card,OnTrac,1,0
ORD001837,CUST00409,2024-05-23,Toys,60.83,1,0,Mobile App,Windows PC,Credit Card,UPS,1,0
ORD001838,CUST00409,2024-08-26,Books,238.43,0,0,Tablet App,Windows PC,Crypto,FedEx,1,0
ORD001839,CUST00410,2024-06-20,Jewelry,135.43,0,0,Web Browser,Windows PC,Credit Card,FedEx,1,0
ORD001840,CUST00410,2024-05-06,Clothing,251.96,0,0,Tablet App,iPhone,Credit Card,USPS,1,0
ORD001841,CUST00410,2024-06-14,Shoes,138.3,0,0,Tablet App,MacBook,Gift Card,USPS,1,0
ORD001842,CUST00410,2025-05-14,Beauty,172.18,0,0,Mobile App,iPhone,Debit Card,USPS,1,0
ORD001843,CUST00410,2024-03-29,Furniture,5.0,0,0,Tablet App,iPhone,Gift Card,OnTrac,0,0
ORD001844,CUST00410,2025-03-08,Books,111.91,1,0,Web Browser,iPad,Debit Card,USPS,1,1
ORD001845,CUST00411,2024-06-11,Sports,124.19,0,0,Tablet App,MacBook,Debit Card,FedEx,1,0
ORD001846,CUST00411,2024-08-17,Electronics,179.72,0,0,Tablet App,iPad,Crypto,OnTrac,1,0
ORD001847,CUST00411,2024-05-10,Tools,5.0,1,0,Mobile App,Windows PC,Credit Card,OnTrac,1,0
ORD001848,CUST00412,2025-03-11,Shoes,39.5,1,0,Web Browser,MacBook,PayPal,USPS,1,0
ORD001849,CUST00412,2024-08-30,Grocery,28.41,0,0,Tablet App,Windows PC,PayPal,OnTrac,1,0
ORD001850,CUST00412,2024-11-14,Books,18.24,0,0,Web Browser,Android,Buy Now Pay Later,DHL,1,0
ORD001851,CUST00412,2025-07-06,Electronics,146.18,0,0,Mobile App,MacBook,Credit Card,UPS,1,0
ORD001852,CUST00413,2024-11-29,Tools,268.05,0,0,Web Browser,Android,Debit Card,DHL,1,0
ORD001853,CUST00413,2025-06-21,Tools,268.75,0,0,Web Browser,Android,PayPal,UPS,1,0
ORD001854,CUST00413,2025-04-30,Jewelry,30.71,1,0,Tablet App,MacBook,Buy Now Pay Later,DHL,1,0
ORD001855,CUST00413,2025-07-13,Books,34.14,1,0,Mobile App,iPad,Crypto,OnTrac,1,0
ORD001856,CUST00413,2025-02-06,Toys,5.0,0,0,Web Browser,Android,Debit Card,UPS,1,0
ORD001857,CUST00413,2025-06-18,Electronics,240.31,1,0,Tablet App,MacBook,Debit Card,DHL,1,0
ORD001858,CUST00413,2024-07-16,Jewelry,96.55,0,0,Mobile App,MacBook,Debit Card,DHL,1,0
ORD001859,CUST00414,2025-06-06,Tools,194.22,0,0,Mobile App,MacBook,Crypto,OnTrac,0,0
ORD001860,CUST00414,2025-06-02,Electronics,111.04,1,0,Mobile App,Windows PC,Credit Card,UPS,1,0
ORD001861,CUST00414,2024-01-15,Jewelry,39.75,0,0,Web Browser,iPad,Buy Now Pay Later,OnTrac,1,0
ORD001862,CUST00414,2025-04-20,Beauty,144.01,0,0,Mobile App,Android,Buy Now Pay Later,UPS,1,1
ORD001863,CUST00414,2024-07-03,Shoes,77.21,0,0,Mobile App,Android,Buy Now Pay Later,DHL,0,0
ORD001864,CUST00414,2024-11-18,Jewelry,230.72,0,0,Tablet App,Android,PayPal,UPS,1,0
ORD001865,CUST00414,2024-11-26,Beauty,93.14,1,0,Tablet App,Windows PC,Crypto,FedEx,1,0
ORD001866,CUST00414,2024-11-14,Beauty,93.8,0,0,Mobile App,iPhone,PayPal,FedEx,0,0
ORD001867,CUST00414,2024-03-29,Tools,146.96,1,0,Tablet App,MacBook,Buy Now Pay Later,FedEx,0,0
ORD001868,CUST00415,2025-08-11,Home & Kitchen,205.75,0,0,Tablet App,MacBook,Credit Card,UPS,1,0
ORD001869,CUST00415,2025-02-08,Jewelry,7.45,1,0,Web Browser,iPad,Credit Card,OnTrac,1,0
ORD001870,CUST00415,2025-01-10,Grocery,119.11,1,0,Tablet App,MacBook,Debit Card,UPS,1,0
ORD001871,CUST00415,2024-11-17,Shoes,179.65,0,0,Mobile App,Android,Debit Card,OnTrac,1,0
ORD001872,CUST00415,2025-04-18,Sports,139.68,0,0,Web Browser,iPhone,Credit Card,UPS,1,0
ORD001873,CUST00415,2024-08-23,Tools,94.31,1,0,Tablet App,iPad,Debit Card,UPS,1,0
ORD001874,CUST00415,2024-01-13,Toys,219.85,0,0,Mobile App,iPad,Gift Card,FedEx,1,0
ORD001875,CUST00416,2024-11-28,Jewelry,194.01,1,0,Mobile App,iPhone,PayPal,OnTrac,0,0
ORD001876,CUST00416,2025-05-11,Grocery,44.17,0,0,Tablet App,MacBook,Debit Card,USPS,1,0
ORD001877,CUST00416,2025-07-10,Sports,48.16,0,0,Web Browser,MacBook,Credit Card,DHL,1,0
ORD001878,CUST00416,2024-09-17,Electronics,141.57,0,0,Web Browser,iPhone,Credit Card,FedEx,1,0
ORD001879,CUST00416,2025-02-18,Toys,169.41,0,0,Mobile App,Windows PC,Debit Card,DHL,1,0
ORD001880,CUST00416,2025-05-28,Sports,20.07,1,0,Web Browser,Windows PC,Crypto,FedEx,1,0
ORD001881,CUST00417,2025-08-12,Home & Kitchen,5.0,0,0,Mobile App,iPad,Debit Card,UPS,1,0
ORD001882,CUST00417,2024-06-15,Sports,133.73,0,0,Web Browser,iPad,Buy Now Pay Later,OnTrac,1,0
ORD001883,CUST00417,2024-01-14,Tools,113.83,1,0,Tablet App,Android,Crypto,USPS,1,0
ORD001884,CUST00418,2024-11-13,Jewelry,111.19,1,0,Tablet App,iPhone,PayPal,USPS,1,1
ORD001885,CUST00418,2024-06-19,Furniture,301.21,0,1,Mobile App,iPad,Debit Card,USPS,1,0
ORD001886,CUST00418,2024-11-13,Sports,161.91,0,0,Web Browser,Windows PC,Buy Now Pay Later,UPS,1,0
ORD001887,CUST00418,2024-02-24,Toys,39.97,1,0,Mobile App,Android,Gift Card,USPS,1,0
ORD001888,CUST00418,2024-08-31,Books,148.68,0,0,Mobile App,iPhone,Gift Card,FedEx,1,0
ORD001889,CUST00418,2024-12-06,Furniture,5.0,1,0,Mobile App,Android,PayPal,FedEx,1,0
ORD001890,CUST00419,2025-03-27,Furniture,253.21,1,0,Mobile App,iPhone,Credit Card,OnTrac,1,0
ORD001891,CUST00419,2025-08-05,Shoes,102.5,0,0,Tablet App,Android,Gift Card,FedEx,1,0
ORD001892,CUST00419,2025-01-25,Toys,149.78,1,0,Mobile App,iPhone,PayPal,FedEx,1,1
ORD001893,CUST00419,2025-05-02,Sports,23.65,1,0,Mobile App,iPad,Credit Card,DHL,1,0
ORD001894,CUST00419,2025-04-02,Jewelry,197.33,0,0,Tablet App,MacBook,Debit Card,DHL,0,0
ORD001895,CUST00420,2025-01-14,Clothing,26.06,0,0,Mobile App,Windows PC,PayPal,USPS,1,0
ORD001896,CUST00420,2025-01-06,Books,169.9,0,0,Mobile App,Windows PC,Buy Now Pay Later,OnTrac,1,0
ORD001897,CUST00420,2024-01-02,Home & Kitchen,138.61,0,0,Mobile App,iPhone,Credit Card,DHL,1,0
ORD001898,CUST00421,2024-06-23,Electronics,36.47,1,0,Tablet App,iPhone,Credit Card,USPS,1,0
ORD001899,CUST00421,2025-08-08,Books,5.0,0,0,Web Browser,iPhone,Debit Card,OnTrac,1,0
ORD001900,CUST00421,2024-06-22,Clothing,134.6,0,0,Mobile App,Windows PC,Credit Card,USPS,1,0
ORD001901,CUST00422,2025-02-20,Clothing,27.32,0,0,Tablet App,MacBook,PayPal,USPS,1,0
ORD001902,CUST00422,2024-11-15,Tools,6.77,1,0,Mobile App,iPhone,Credit Card,USPS,1,0
ORD001903,CUST00422,2024-01-27,Shoes,211.57,1,0,Tablet App,iPhone,Gift Card,OnTrac,1,0
ORD001904,CUST00423,2024-01-09,Clothing,187.88,0,0,Web Browser,Android,Buy Now Pay Later,FedEx,1,0
ORD001905,CUST00423,2025-01-31,Electronics,104.22,1,0,Web Browser,Windows PC,Crypto,UPS,1,0
ORD001906,CUST00423,2024-05-22,Jewelry,102.89,0,0,Mobile App,iPhone,Gift Card,USPS,1,0
ORD001907,CUST00423,2024-10-18,Books,121.26,1,0,Web Browser,iPad,Debit Card,USPS,1,0
ORD001908,CUST00423,2025-08-19,Jewelry,162.95,0,0,Mobile App,Windows PC,PayPal,UPS,1,0
ORD001909,CUST00424,2024-05-17,Furniture,15.19,0,0,Tablet App,iPad,Gift Card,OnTrac,1,0
ORD001910,CUST00424,2025-03-16,Sports,235.25,1,0,Web Browser,MacBook,Debit Card,OnTrac,0,0
ORD001911,CUST00424,2024-05-07,Grocery,177.47,0,0,Mobile App,MacBook,PayPal,OnTrac,1,0
ORD001912,CUST00424,2025-02-07,Shoes,5.0,1,0,Tablet App,Windows PC,Crypto,USPS,1,0
ORD001913,CUST00424,2025-05-07,Shoes,186.63,0,0,Web Browser,iPad,Crypto,DHL,1,0
ORD001914,CUST00424,2025-02-27,Electronics,315.73,0,1,Mobile App,iPhone,Credit Card,FedEx,1,0
ORD001915,CUST00424,2024-12-17,Tools,153.89,1,0,Web Browser,Android,PayPal,USPS,1,0
ORD001916,CUST00425,2025-08-02,Tools,109.36,1,0,Web Browser,Android,Gift Card,UPS,1,0
ORD001917,CUST00425,2024-02-02,Sports,119.6,1,0,Web Browser,Android,Debit Card,OnTrac,1,0
ORD001918,CUST00426,2025-02-16,Shoes,9.22,0,0,Web Browser,iPhone,Credit Card,OnTrac,1,0
ORD001919,CUST00426,2025-03-19,Tools,59.03,0,0,Tablet App,MacBook,Credit Card,OnTrac,0,0
ORD001920,CUST00427,2024-08-07,Clothing,161.39,0,0,Tablet App,Android,PayPal,USPS,1,0
ORD001921,CUST00427,2024-10-14,Grocery,86.26,0,0,Mobile App,MacBook,Credit Card,FedEx,1,0
ORD001922,CUST00427,2024-03-18,Toys,97.14,1,0,Tablet App,iPad,Debit Card,USPS,1,0
ORD001923,CUST00427,2024-10-30,Books,5.0,0,0,Mobile App,MacBook,Credit Card,UPS,1,0
ORD001924,CUST00427,2025-06-26,Shoes,90.7,0,0,Tablet App,Android,Credit Card,UPS,1,0
ORD001925,CUST00427,2025-07-30,Beauty,133.29,1,0,Tablet App,iPhone,Crypto,UPS,1,0
ORD001926,CUST00428,2025-03-03,Books,199.71,0,0,Mobile App,MacBook,Buy Now Pay Later,OnTrac,1,0
ORD001927,CUST00428,2024-08-11,Toys,219.72,1,0,Tablet App,Windows PC,Buy Now Pay Later,USPS,1,0
ORD001928,CUST00428,2024-01-21,Electronics,36.61,0,0,Mobile App,iPad,Debit Card,USPS,1,0
ORD001929,CUST00428,2024-05-13,Toys,5.0,1,0,Mobile App,iPad,Gift Card,DHL,1,0
ORD001930,CUST00428,2025-04-28,Shoes,291.37,1,0,Web Browser,iPad,Debit Card,FedEx,1,0
ORD001931,CUST00428,2024-11-09,Tools,5.0,0,0,Tablet App,Android,Crypto,OnTrac,1,0
ORD001932,CUST00428,2024-03-20,Books,221.66,0,0,Web Browser,iPad,PayPal,UPS,1,1
ORD001933,CUST00428,2025-04-19,Home & Kitchen,185.55,0,0,Mobile App,MacBook,PayPal,USPS,1,0
ORD001934,CUST00429,2024-01-02,Books,149.4,0,0,Tablet App,Android,Credit Card,UPS,1,0
ORD001935,CUST00429,2024-10-21,Furniture,147.01,1,0,Mobile App,iPad,Credit Card,UPS,1,0
ORD001936,CUST00429,2024-06-03,Beauty,34.57,1,0,Web Browser,iPad,Gift Card,USPS,0,0
ORD001937,CUST00429,2024-11-16,Shoes,244.04,1,0,Mobile App,Android,Buy Now Pay Later,FedEx,1,0
ORD001938,CUST00429,2024-03-08,Toys,326.1,0,1,Tablet App,MacBook,Gift Card,UPS,1,0
ORD001939,CUST00430,2024-06-24,Jewelry,148.24,0,0,Tablet App,Android,Crypto,OnTrac,0,0
ORD001940,CUST00430,2024-12-25,Tools,127.06,1,0,Web Browser,iPad,Crypto,UPS,1,0
ORD001941,CUST00430,2025-03-18,Books,152.37,1,0,Tablet App,iPad,PayPal,OnTrac,1,0
ORD001942,CUST00430,2024-12-28,Toys,204.61,0,0,Web Browser,iPad,Debit Card,FedEx,1,0
ORD001943,CUST00431,2024-06-20,Books,23.99,1,0,Tablet App,Windows PC,Credit Card,UPS,1,0
ORD001944,CUST00431,2025-07-16,Books,74.59,0,0,Mobile App,Windows PC,Crypto,DHL,1,0
ORD001945,CUST00431,2024-04-29,Books,94.66,1,0,Web Browser,Android,Credit Card,OnTrac,1,0
ORD001946,CUST00431,2024-02-28,Electronics,127.24,1,0,Mobile App,MacBook,Buy Now Pay Later,FedEx,1,0
ORD001947,CUST00432,2025-06-17,Grocery,153.81,0,0,Mobile App,MacBook,Debit Card,FedEx,1,0
ORD001948,CUST00432,2024-11-08,Furniture,226.92,1,0,Mobile App,Android,Gift Card,UPS,1,0
ORD001949,CUST00432,2024-04-21,Home & Kitchen,169.79,0,0,Web Browser,Android,Debit Card,FedEx,1,0
ORD001950,CUST00433,2024-12-07,Clothing,72.43,1,0,Mobile App,iPad,PayPal,DHL,0,0
ORD001951,CUST00433,2024-03-26,Electronics,5.0,0,0,Mobile App,Windows PC,PayPal,DHL,1,0
ORD001952,CUST00433,2024-10-20,Sports,189.83,0,0,Web Browser,iPad,Buy Now Pay Later,DHL,1,0
ORD001953,CUST00433,2024-07-31,Sports,5.0,1,0,Tablet App,iPhone,Gift Card,FedEx,1,1
ORD001954,CUST00434,2024-08-02,Tools,5.0,0,0,Web Browser,Android,Buy Now Pay Later,FedEx,0,0
ORD001955,CUST00434,2024-02-22,Clothing,56.49,0,0,Web Browser,iPhone,Crypto,USPS,1,0
ORD001956,CUST00434,2025-04-21,Books,125.59,0,0,Tablet App,MacBook,PayPal,USPS,0,1
ORD001957,CUST00434,2024-06-03,Furniture,5.0,0,0,Tablet App,MacBook,Debit Card,UPS,0,1
ORD001958,CUST00434,2025-02-20,Clothing,5.0,0,0,Mobile App,Windows PC,Crypto,FedEx,0,1
ORD001959,CUST00434,2024-08-23,Electronics,147.09,1,0,Tablet App,Windows PC,Crypto,DHL,1,0
ORD001960,CUST00435,2024-01-17,Furniture,99.61,1,0,Mobile App,Android,PayPal,FedEx,1,0
ORD001961,CUST00435,2024-10-14,Shoes,211.19,1,0,Mobile App,iPhone,Buy Now Pay Later,OnTrac,1,0
ORD001962,CUST00435,2024-06-28,Grocery,296.56,0,0,Web Browser,Windows PC,Credit Card,FedEx,1,0
ORD001963,CUST00435,2025-04-14,Electronics,5.0,0,0,Mobile App,Android,Credit Card,USPS,1,0
ORD001964,CUST00436,2024-05-08,Clothing,7.93,1,0,Web Browser,Windows PC,Debit Card,UPS,1,0
ORD001965,CUST00436,2024-01-24,Jewelry,25.57,0,0,Tablet App,MacBook,Credit Card,DHL,1,0
ORD001966,CUST00436,2024-06-25,Beauty,219.27,0,0,Web Browser,Windows PC,Crypto,DHL,1,0
ORD001967,CUST00436,2024-08-13,Sports,91.15,0,0,Web Browser,iPad,Buy Now Pay Later,OnTrac,1,0
ORD001968,CUST00436,2025-04-15,Shoes,199.76,1,0,Web Browser,Android,Crypto,UPS,1,0
ORD001969,CUST00436,2024-07-21,Electronics,149.29,0,0,Tablet App,iPad,Buy Now Pay Later,FedEx,1,0
ORD001970,CUST00437,2024-09-12,Grocery,161.44,0,0,Mobile App,iPad,Gift Card,OnTrac,1,0
ORD001971,CUST00437,2024-08-03,Furniture,182.7,0,0,Mobile App,iPhone,Buy Now Pay Later,OnTrac,1,0
ORD001972,CUST00437,2024-11-11,Electronics,197.36,1,0,Web Browser,iPhone,PayPal,UPS,1,0
ORD001973,CUST00437,2025-04-11,Home & Kitchen,156.86,0,0,Web Browser,Windows PC,Credit Card,FedEx,1,0
ORD001974,CUST00437,2024-06-06,Jewelry,234.87,1,0,Mobile App,Android,Crypto,USPS,1,0
ORD001975,CUST00438,2025-03-20,Grocery,28.11,0,0,Tablet App,iPhone,PayPal,USPS,1,0
ORD001976,CUST00438,2024-03-18,Toys,5.0,1,0,Web Browser,Android,Credit Card,DHL,1,0
ORD001977,CUST00439,2025-08-08,Toys,158.78,1,0,Tablet App,Android,Debit Card,USPS,1,0
ORD001978,CUST00439,2024-09-15,Books,5.0,1,0,Web Browser,iPhone,Crypto,FedEx,1,0
ORD001979,CUST00439,2024-03-29,Furniture,15.61,0,0,Tablet App,Windows PC,Debit Card,OnTrac,1,0
ORD001980,CUST00439,2025-07-28,Home & Kitchen,116.53,1,0,Tablet App,Android,PayPal,DHL,1,0
ORD001981,CUST00440,2024-09-16,Books,221.01,0,0,Tablet App,MacBook,Credit Card,USPS,1,0
ORD001982,CUST00440,2025-03-27,Clothing,93.82,0,0,Tablet App,Windows PC,Gift Card,FedEx,1,0
ORD001983,CUST00440,2024-10-25,Toys,110.55,1,0,Tablet App,Windows PC,Crypto,UPS,1,0
ORD001984,CUST00440,2025-07-11,Shoes,251.3,1,0,Tablet App,iPad,Debit Card,OnTrac,1,0
ORD001985,CUST00440,2024-11-20,Grocery,139.87,1,0,Web Browser,Windows PC,Debit Card,FedEx,1,0
